order_id,product,quantity,unit_price,region,sales_rep,order_date,customer_id,total_amount
ORD-000049,Phone,1,401.96,Central,Henry Davis,2024-07-25,CUST-3275,401.96
ORD-000050,Camera,7,97.49,Central,Grace Taylor,2025-02-04,CUST-4151,682.43
ORD-000051,Keyboard,9,329.85,North,Eva Martinez,2025-01-26,CUST-1350,2968.65
ORD-000052,Laptop,4,126.71,West,Alice Johnson,2024-11-29,CUST-5355,506.84
ORD-000053,Monitor,4,58.73,Central,Eva Martinez,2025-06-04,CUST-8105,234.92
ORD-000054,Mouse,6,129.15,North,Eva Martinez,2024-11-05,CUST-5834,774.9000000000001
ORD-000055,Camera,3,363.91,West,Bob Smith,2024-12-10,CUST-7586,1091.73
ORD-000056,Monitor,6,429.29,South,Bob Smith,2024-12-02,CUST-4289,2575.7400000000002
ORD-000057,Mouse,7,416.81,North,Eva Martinez,2024-10-26,CUST-9221,2917.67
ORD-000058,Tablet,3,204.62,East,Eva Martinez,2025-05-06,CUST-1735,613.86
ORD-000059,Tablet,7,337.36,North,Eva Martinez,2024-12-06,CUST-2869,2361.52
ORD-000060,Speakers,3,110.44,North,Bob Smith,2025-04-22,CUST-7097,331.32
ORD-000061,Monitor,2,153.64,West,Eva Martinez,2025-05-24,CUST-6066,307.28
ORD-000062,Tablet,4,449.2,South,Eva Martinez,2024-12-30,CUST-1336,1796.8
ORD-000063,Mouse,8,16.37,East,Henry Davis,2024-07-17,CUST-3904,130.96
ORD-000064,Speakers,9,51.9,Central,Diana Lee,2024-09-02,CUST-2931,467.09999999999997
ORD-000065,Mouse,7,111.86,Central,Alice Johnson,2024-07-28,CUST-4125,783.02
ORD-000066,Speakers,1,23.0,North,Charlie Brown,2024-07-13,CUST-2639,23.0
ORD-000067,Monitor,3,98.9,West,Alice Johnson,2024-09-27,CUST-4137,296.70000000000005
ORD-000068,Camera,9,295.69,West,Diana Lee,2025-01-25,CUST-7793,2661.21
ORD-000069,Phone,1,216.5,Central,Charlie Brown,2024-07-02,CUST-8030,216.5
ORD-000070,Printer,9,447.41,East,Grace Taylor,2024-07-16,CUST-6506,4026.69
ORD-000071,Camera,8,410.55,South,Eva Martinez,2024-09-20,CUST-4316,3284.4
ORD-000072,Headphones,1,177.49,East,Diana Lee,2024-09-01,CUST-1192,177.49
ORD-000073,Mouse,6,137.12,South,Henry Davis,2024-07-23,CUST-5045,822.72
ORD-000074,Headphones,5,196.05,Central,Grace Taylor,2025-04-10,CUST-4137,980.25
ORD-000075,Camera,6,299.24,South,Eva Martinez,2024-08-12,CUST-2313,1795.44
ORD-000076,Speakers,5,141.35,West,Bob Smith,2024-07-28,CUST-8209,706.75
ORD-000077,Printer,6,315.83,North,Frank Wilson,2025-01-25,CUST-2344,1894.98
ORD-000078,Printer,5,210.61,North,Diana Lee,2024-09-13,CUST-4558,1053.0500000000002
ORD-000079,Laptop,5,280.5,Central,Bob Smith,2025-01-06,CUST-6599,1402.5
ORD-000080,Printer,4,223.7,West,Diana Lee,2024-12-12,CUST-5717,894.8
ORD-000081,Phone,3,154.29,East,Henry Davis,2024-10-05,CUST-4721,462.87
ORD-000082,Printer,3,474.74,West,Diana Lee,2024-08-16,CUST-3185,1424.22
ORD-000083,Camera,4,384.17,North,Bob Smith,2025-01-13,CUST-9158,1536.68
ORD-000084,Laptop,9,78.66,North,Henry Davis,2025-04-15,CUST-9435,707.9399999999999
ORD-000085,Camera,2,435.55,West,Charlie Brown,2024-08-10,CUST-5060,871.1
ORD-000086,Camera,9,248.84,West,Alice Johnson,2025-03-11,CUST-7716,2239.56
ORD-000087,Keyboard,1,448.33,North,Eva Martinez,2024-09-05,CUST-2359,448.33
ORD-000088,Laptop,1,401.93,East,Diana Lee,2024-08-03,CUST-9586,401.93
ORD-000089,Camera,5,218.35,Central,Eva Martinez,2024-09-15,CUST-9302,1091.75
ORD-000090,Keyboard,6,21.01,Central,Frank Wilson,2025-03-07,CUST-3782,126.06
ORD-000091,Keyboard,6,141.65,West,Bob Smith,2025-05-07,CUST-4779,849.9000000000001
ORD-000092,Laptop,3,275.4,Central,Eva Martinez,2025-06-07,CUST-7132,826.1999999999999
ORD-000093,Headphones,7,320.4,North,Bob Smith,2024-10-02,CUST-9576,2242.7999999999997
ORD-000094,Speakers,9,136.36,North,Eva Martinez,2025-03-14,CUST-1670,1227.2400000000002
ORD-000095,Phone,8,78.28,West,Alice Johnson,2024-11-28,CUST-8852,626.24
ORD-000096,Speakers,6,419.12,West,Alice Johnson,2024-07-14,CUST-8674,2514.7200000000003
ORD-000097,Printer,8,492.36,West,Henry Davis,2024-11-09,CUST-1911,3938.88
ORD-000098,Phone,5,267.59,East,Alice Johnson,2025-04-06,CUST-1652,1337.9499999999998
ORD-000099,Printer,8,94.12,Central,Henry Davis,2024-06-29,CUST-4352,752.96
ORD-000100,Camera,4,143.43,West,Alice Johnson,2024-08-27,CUST-1104,573.72
ORD-000101,Mouse,8,19.01,South,Alice Johnson,2024-08-09,CUST-1501,152.08
ORD-000102,Laptop,2,458.01,South,Alice Johnson,2024-07-06,CUST-5771,916.02
ORD-000103,Phone,5,67.7,North,Bob Smith,2024-11-13,CUST-2116,338.5
ORD-000104,Phone,9,292.49,Central,Diana Lee,2024-06-14,CUST-2696,2632.41
ORD-000105,Camera,4,144.29,West,Henry Davis,2024-06-30,CUST-9417,577.16
ORD-000106,Headphones,6,281.55,South,Eva Martinez,2024-11-21,CUST-3353,1689.3000000000002
ORD-000107,Keyboard,1,329.2,Central,Alice Johnson,2024-10-15,CUST-2598,329.2
ORD-000108,Camera,9,416.57,North,Bob Smith,2024-08-26,CUST-6325,3749.13
ORD-000109,Tablet,1,111.15,East,Bob Smith,2025-04-05,CUST-2455,111.15
ORD-000110,Keyboard,5,15.39,Central,Bob Smith,2024-08-08,CUST-7438,76.95
ORD-000111,Laptop,4,77.07,Central,Henry Davis,2025-02-11,CUST-6872,308.28
ORD-000112,Keyboard,3,451.01,East,Diana Lee,2025-04-03,CUST-1517,1353.03
ORD-000113,Headphones,6,438.21,Central,Henry Davis,2025-04-02,CUST-3941,2629.2599999999998
ORD-000114,Keyboard,2,302.73,North,Eva Martinez,2024-12-07,CUST-1399,605.46
ORD-000115,Laptop,3,304.25,North,Diana Lee,2024-10-26,CUST-7138,912.75
ORD-000116,Headphones,5,335.87,East,Charlie Brown,2025-03-22,CUST-6774,1679.35
ORD-000117,Speakers,9,95.93,West,Grace Taylor,2025-02-10,CUST-7004,863.3700000000001
ORD-000118,Phone,2,458.06,South,Bob Smith,2024-10-09,CUST-9960,916.12
ORD-000119,Phone,8,215.2,West,Henry Davis,2025-05-14,CUST-4503,1721.6
ORD-000120,Printer,2,197.74,Central,Charlie Brown,2024-06-25,CUST-9988,395.48
ORD-000121,Speakers,5,264.27,South,Frank Wilson,2024-10-16,CUST-2613,1321.35
ORD-000122,Speakers,7,33.01,East,Henry Davis,2025-01-13,CUST-3985,231.07
ORD-000123,Keyboard,8,91.48,East,Alice Johnson,2024-10-27,CUST-5625,731.84
ORD-000124,Phone,1,371.64,South,Grace Taylor,2025-05-31,CUST-9977,371.64
ORD-000125,Laptop,6,50.57,North,Alice Johnson,2025-05-12,CUST-8599,303.42
ORD-000126,Monitor,1,305.54,South,Diana Lee,2024-07-29,CUST-6975,305.54
ORD-000127,Monitor,2,130.22,Central,Grace Taylor,2024-09-14,CUST-5946,260.44
ORD-000128,Headphones,1,200.75,North,Henry Davis,2024-10-11,CUST-6967,200.75
ORD-000129,Phone,5,151.46,East,Eva Martinez,2024-09-20,CUST-6547,757.3000000000001
ORD-000130,Phone,9,184.28,South,Charlie Brown,2025-01-08,CUST-9249,1658.52
ORD-000131,Monitor,6,362.33,West,Eva Martinez,2025-01-04,CUST-8316,2173.98
ORD-000132,Phone,1,155.59,West,Henry Davis,2024-10-23,CUST-9997,155.59
ORD-000133,Keyboard,1,287.54,Central,Diana Lee,2024-07-30,CUST-5421,287.54
ORD-000134,Tablet,2,243.26,West,Alice Johnson,2025-01-09,CUST-7914,486.52
ORD-000135,Mouse,9,335.2,South,Grace Taylor,2025-03-05,CUST-8676,3016.7999999999997
ORD-000136,Speakers,3,469.05,South,Eva Martinez,2025-01-29,CUST-8857,1407.15
ORD-000137,Printer,1,368.96,West,Henry Davis,2024-12-01,CUST-3735,368.96
ORD-000138,Headphones,5,115.32,South,Eva Martinez,2024-10-03,CUST-3151,576.5999999999999
ORD-000139,Tablet,7,25.28,Central,Henry Davis,2024-08-20,CUST-8301,176.96
ORD-000140,Monitor,6,138.51,North,Alice Johnson,2024-09-10,CUST-1658,831.06
ORD-000141,Speakers,1,301.59,Central,Grace Taylor,2024-12-26,CUST-3347,301.59
ORD-000142,Phone,5,35.2,Central,Charlie Brown,2024-11-13,CUST-6990,176.0
ORD-000143,Printer,5,253.22,South,Alice Johnson,2024-07-24,CUST-5325,1266.1
ORD-000144,Phone,6,302.45,North,Eva Martinez,2024-06-27,CUST-3699,1814.6999999999998
ORD-000145,Laptop,3,173.78,South,Charlie Brown,2024-10-19,CUST-3075,521.34
ORD-000146,Laptop,5,387.75,East,Henry Davis,2025-02-19,CUST-3128,1938.75
ORD-000147,Printer,7,62.23,South,Charlie Brown,2024-07-27,CUST-4556,435.60999999999996
ORD-000148,Printer,5,46.82,South,Henry Davis,2025-01-18,CUST-8066,234.1
ORD-000149,Monitor,5,366.81,South,Alice Johnson,2024-11-09,CUST-4579,1834.05
ORD-000150,Printer,5,252.79,North,Eva Martinez,2025-05-18,CUST-2991,1263.95
ORD-000151,Keyboard,3,347.32,South,Diana Lee,2024-10-21,CUST-1773,1041.96
ORD-000152,Phone,1,223.07,North,Eva Martinez,2025-04-15,CUST-5667,223.07
ORD-000153,Tablet,5,130.74,West,Henry Davis,2025-06-09,CUST-9535,653.7
ORD-000154,Camera,9,411.36,East,Bob Smith,2025-03-01,CUST-1005,3702.2400000000002
ORD-000155,Printer,1,401.71,North,Grace Taylor,2024-09-10,CUST-3310,401.71
ORD-000156,Headphones,3,350.4,West,Frank Wilson,2024-10-30,CUST-4618,1051.1999999999998
ORD-000157,Laptop,4,143.35,North,Diana Lee,2024-06-10,CUST-2212,573.4
ORD-000158,Keyboard,1,299.21,North,Charlie Brown,2024-07-12,CUST-8321,299.21
ORD-000159,Speakers,1,186.88,East,Diana Lee,2025-02-25,CUST-3883,186.88
ORD-000160,Camera,8,54.88,Central,Grace Taylor,2024-09-16,CUST-5546,439.04
ORD-000161,Tablet,2,459.48,Central,Charlie Brown,2025-01-19,CUST-2680,918.96
ORD-000162,Camera,8,77.04,North,Grace Taylor,2025-04-25,CUST-9749,616.32
ORD-000163,Printer,7,475.62,South,Charlie Brown,2024-11-12,CUST-2919,3329.34
ORD-000164,Monitor,2,228.54,West,Diana Lee,2024-11-28,CUST-7659,457.08
ORD-000165,Laptop,6,100.72,South,Charlie Brown,2024-12-19,CUST-6869,604.3199999999999
ORD-000166,Laptop,6,275.53,South,Charlie Brown,2025-04-21,CUST-8029,1653.1799999999998
ORD-000167,Speakers,3,437.74,North,Bob Smith,2024-11-10,CUST-1184,1313.22
ORD-000168,Monitor,2,368.79,North,Eva Martinez,2024-06-15,CUST-3835,737.58
ORD-000169,Phone,1,405.21,North,Eva Martinez,2024-09-23,CUST-6338,405.21
ORD-000170,Mouse,6,332.8,North,Frank Wilson,2024-10-17,CUST-1802,1996.8000000000002
ORD-000171,Keyboard,5,349.22,Central,Frank Wilson,2025-02-01,CUST-6217,1746.1000000000001
ORD-000172,Laptop,9,426.11,North,Henry Davis,2024-09-19,CUST-7880,3834.9900000000002
ORD-000173,Headphones,1,132.34,Central,Henry Davis,2024-10-29,CUST-2162,132.34
ORD-000174,Laptop,7,249.82,Central,Henry Davis,2024-11-20,CUST-4994,1748.74
ORD-000175,Camera,5,118.39,North,Bob Smith,2024-08-25,CUST-9922,591.95
ORD-000176,Laptop,5,493.96,East,Frank Wilson,2025-04-15,CUST-7989,2469.7999999999997
ORD-000177,Laptop,2,472.59,West,Grace Taylor,2024-08-25,CUST-7320,945.18
ORD-000178,Mouse,3,29.32,South,Henry Davis,2024-10-12,CUST-1796,87.96000000000001
ORD-000179,Mouse,7,355.73,Central,Henry Davis,2025-04-27,CUST-7502,2490.11
ORD-000180,Tablet,6,463.37,West,Diana Lee,2024-07-15,CUST-1405,2780.2200000000003
ORD-000181,Phone,2,98.48,East,Alice Johnson,2025-04-30,CUST-8946,196.96
ORD-000182,Headphones,6,288.29,South,Grace Taylor,2024-07-15,CUST-3142,1729.7400000000002
ORD-000183,Laptop,2,458.59,South,Henry Davis,2024-07-30,CUST-9166,917.18
ORD-000184,Laptop,2,26.63,Central,Henry Davis,2025-05-08,CUST-6967,53.26
ORD-000185,Keyboard,2,351.74,North,Henry Davis,2024-08-10,CUST-1990,703.48
ORD-000186,Mouse,3,155.7,East,Alice Johnson,2025-05-15,CUST-9878,467.09999999999997
ORD-000187,Headphones,2,462.95,Central,Alice Johnson,2024-10-20,CUST-9482,925.9
ORD-000188,Speakers,4,485.82,East,Bob Smith,2024-09-30,CUST-6646,1943.28
ORD-000189,Tablet,9,472.69,North,Grace Taylor,2025-01-08,CUST-9369,4254.21
ORD-000190,Phone,6,242.36,North,Bob Smith,2025-06-08,CUST-1181,1454.16
ORD-000191,Monitor,1,432.4,Central,Charlie Brown,2025-06-08,CUST-1171,432.4
ORD-000192,Phone,8,423.83,North,Alice Johnson,2024-10-26,CUST-9446,3390.64
ORD-000193,Camera,7,166.36,West,Diana Lee,2025-03-15,CUST-1105,1164.52
ORD-000194,Laptop,3,416.17,South,Frank Wilson,2024-10-29,CUST-6682,1248.51
ORD-000195,Tablet,1,28.13,Central,Diana Lee,2025-05-27,CUST-3462,28.13
ORD-000196,Camera,5,302.17,East,Frank Wilson,2024-09-02,CUST-8556,1510.8500000000001
ORD-000197,Headphones,4,122.7,West,Alice Johnson,2024-10-19,CUST-3272,490.8
ORD-000198,Monitor,8,69.08,Central,Alice Johnson,2024-10-14,CUST-3523,552.64
ORD-000199,Mouse,1,47.71,North,Alice Johnson,2025-04-28,CUST-1907,47.71
ORD-000200,Tablet,1,351.18,North,Bob Smith,2024-09-22,CUST-3078,351.18
ORD-000201,Tablet,4,176.54,North,Grace Taylor,2024-07-26,CUST-5129,706.16
ORD-000202,Laptop,8,365.14,North,Frank Wilson,2024-09-23,CUST-2392,2921.12
ORD-000203,Printer,5,42.02,East,Grace Taylor,2024-11-25,CUST-1336,210.10000000000002
ORD-000204,Tablet,2,164.49,West,Bob Smith,2025-03-06,CUST-3904,328.98
ORD-000205,Keyboard,6,274.35,South,Bob Smith,2024-07-15,CUST-7093,1646.1000000000001
ORD-000206,Monitor,5,397.45,East,Eva Martinez,2024-11-06,CUST-4867,1987.25
ORD-000207,Monitor,2,166.19,East,Diana Lee,2024-06-19,CUST-4351,332.38
ORD-000208,Keyboard,3,316.69,South,Diana Lee,2025-06-08,CUST-6572,950.0699999999999
ORD-000209,Speakers,9,444.13,South,Charlie Brown,2025-05-29,CUST-3696,3997.17
ORD-000210,Keyboard,7,311.77,North,Henry Davis,2025-01-25,CUST-9476,2182.39
ORD-000211,Keyboard,7,124.15,East,Bob Smith,2025-01-12,CUST-5973,869.0500000000001
ORD-000212,Monitor,6,21.96,Central,Frank Wilson,2025-01-18,CUST-5483,131.76
ORD-000213,Phone,8,436.35,South,Eva Martinez,2024-10-05,CUST-2912,3490.8
ORD-000214,Monitor,4,20.42,South,Eva Martinez,2024-11-22,CUST-6742,81.68
ORD-000215,Printer,8,438.6,West,Henry Davis,2024-06-12,CUST-9451,3508.8
ORD-000216,Laptop,4,269.18,Central,Grace Taylor,2025-05-15,CUST-6816,1076.72
ORD-000217,Camera,8,470.14,Central,Henry Davis,2024-12-23,CUST-5218,3761.12
ORD-000218,Phone,9,401.4,South,Henry Davis,2025-02-13,CUST-3871,3612.6
ORD-000219,Mouse,3,498.99,North,Henry Davis,2024-12-23,CUST-5520,1496.97
ORD-000220,Camera,3,181.85,West,Diana Lee,2024-11-08,CUST-3572,545.55
ORD-000221,Laptop,2,385.92,Central,Bob Smith,2025-04-29,CUST-7717,771.84
ORD-000222,Printer,3,206.95,South,Charlie Brown,2024-12-06,CUST-4146,620.8499999999999
ORD-000223,Printer,3,245.14,Central,Bob Smith,2024-10-15,CUST-4386,735.42
ORD-000224,Mouse,5,317.48,West,Grace Taylor,2025-02-15,CUST-6695,1587.4
ORD-000225,Phone,5,438.1,West,Alice Johnson,2024-12-11,CUST-5739,2190.5
ORD-000226,Speakers,2,492.2,East,Henry Davis,2025-02-25,CUST-8537,984.4
ORD-000227,Keyboard,6,386.45,South,Bob Smith,2024-10-02,CUST-7023,2318.7
ORD-000228,Phone,5,214.71,West,Grace Taylor,2024-10-10,CUST-1999,1073.55
ORD-000229,Speakers,6,216.46,East,Alice Johnson,2024-09-20,CUST-9368,1298.76
ORD-000230,Printer,1,371.42,East,Alice Johnson,2025-04-07,CUST-5471,371.42
ORD-000231,Monitor,5,127.0,Central,Henry Davis,2025-06-07,CUST-6505,635.0
ORD-000232,Laptop,9,64.13,Central,Charlie Brown,2024-12-03,CUST-8070,577.17
ORD-000233,Mouse,2,183.76,East,Frank Wilson,2024-12-25,CUST-2638,367.52
ORD-000234,Laptop,1,150.75,Central,Diana Lee,2024-07-22,CUST-7237,150.75
ORD-000235,Headphones,9,155.19,West,Bob Smith,2024-10-30,CUST-8959,1396.71
ORD-000236,Headphones,9,124.47,North,Alice Johnson,2024-11-29,CUST-3668,1120.23
ORD-000237,Phone,9,30.63,West,Bob Smith,2024-11-21,CUST-4971,275.67
ORD-000238,Printer,6,18.76,East,Frank Wilson,2024-07-10,CUST-8335,112.56
ORD-000239,Printer,8,493.98,East,Diana Lee,2025-02-02,CUST-5293,3951.84
ORD-000240,Keyboard,1,219.61,West,Frank Wilson,2025-02-08,CUST-1862,219.61
ORD-000241,Keyboard,4,198.32,Central,Diana Lee,2024-09-02,CUST-7914,793.28
ORD-000242,Keyboard,1,343.03,Central,Eva Martinez,2024-12-28,CUST-5169,343.03
ORD-000243,Monitor,8,116.94,East,Diana Lee,2024-08-04,CUST-1296,935.52
ORD-000244,Camera,1,475.48,South,Henry Davis,2024-10-07,CUST-5664,475.48
ORD-000245,Tablet,3,395.31,Central,Charlie Brown,2024-12-06,CUST-3344,1185.93
ORD-000246,Camera,4,53.81,West,Frank Wilson,2024-12-04,CUST-4993,215.24
ORD-000247,Laptop,8,214.61,Central,Alice Johnson,2024-11-04,CUST-8790,1716.88
ORD-000248,Camera,6,440.77,West,Henry Davis,2025-01-01,CUST-3209,2644.62
ORD-000249,Monitor,7,472.92,East,Eva Martinez,2024-07-22,CUST-2843,3310.44
ORD-000250,Laptop,8,239.03,Central,Charlie Brown,2024-06-16,CUST-3307,1912.24
ORD-000251,Camera,2,310.57,West,Bob Smith,2025-04-05,CUST-9769,621.14
ORD-000252,Monitor,8,91.85,East,Henry Davis,2024-10-13,CUST-3149,734.8
ORD-000253,Tablet,3,495.67,South,Frank Wilson,2025-01-27,CUST-1324,1487.01
ORD-000254,Camera,7,123.52,West,Grace Taylor,2024-07-02,CUST-6567,864.64
ORD-000255,Monitor,3,471.94,South,Grace Taylor,2024-10-23,CUST-8680,1415.82
ORD-000256,Keyboard,7,328.33,South,Alice Johnson,2024-06-25,CUST-6154,2298.31
ORD-000257,Printer,2,307.79,North,Diana Lee,2025-01-30,CUST-6371,615.58
ORD-000258,Keyboard,6,261.22,Central,Alice Johnson,2024-07-24,CUST-7199,1567.3200000000002
ORD-000259,Printer,3,123.03,West,Grace Taylor,2025-05-22,CUST-8586,369.09000000000003
ORD-000260,Mouse,3,96.5,South,Bob Smith,2025-02-21,CUST-4021,289.5
ORD-000261,Mouse,9,118.04,North,Eva Martinez,2025-01-04,CUST-5241,1062.3600000000001
ORD-000262,Mouse,7,101.35,East,Eva Martinez,2024-11-05,CUST-3954,709.4499999999999
ORD-000263,Tablet,5,392.0,West,Frank Wilson,2025-04-25,CUST-8024,1960.0
ORD-000264,Keyboard,7,181.56,South,Eva Martinez,2024-07-19,CUST-8518,1270.92
ORD-000265,Printer,9,38.34,Central,Frank Wilson,2024-09-10,CUST-6334,345.06000000000006
ORD-000266,Monitor,1,484.86,North,Henry Davis,2024-11-02,CUST-1199,484.86
ORD-000267,Laptop,7,443.06,South,Frank Wilson,2025-01-07,CUST-7541,3101.42
ORD-000268,Monitor,6,464.6,Central,Henry Davis,2025-01-30,CUST-8871,2787.6000000000004
ORD-000269,Laptop,9,497.5,South,Frank Wilson,2025-03-15,CUST-4568,4477.5
ORD-000270,Headphones,1,95.21,West,Grace Taylor,2024-11-29,CUST-8481,95.21
ORD-000271,Monitor,4,204.16,West,Grace Taylor,2025-03-04,CUST-7890,816.64
ORD-000272,Camera,9,381.54,West,Diana Lee,2024-11-13,CUST-9500,3433.86
ORD-000273,Camera,4,351.05,North,Henry Davis,2024-07-16,CUST-9349,1404.2
ORD-000274,Phone,3,85.41,West,Charlie Brown,2024-10-13,CUST-4162,256.23
ORD-000275,Keyboard,9,409.76,Central,Henry Davis,2024-08-24,CUST-6458,3687.84
ORD-000276,Laptop,2,119.98,South,Frank Wilson,2024-08-10,CUST-4003,239.96
ORD-000277,Laptop,4,119.67,East,Frank Wilson,2025-03-07,CUST-6553,478.68
ORD-000278,Keyboard,6,273.12,Central,Charlie Brown,2024-10-26,CUST-4185,1638.72
ORD-000279,Tablet,2,300.54,Central,Alice Johnson,2024-12-09,CUST-4269,601.08
ORD-000280,Phone,8,294.24,West,Frank Wilson,2024-09-24,CUST-3503,2353.92
ORD-000281,Tablet,8,54.83,North,Diana Lee,2025-05-21,CUST-5261,438.64
ORD-000282,Tablet,1,439.96,South,Eva Martinez,2025-03-12,CUST-2917,439.96
ORD-000283,Tablet,3,140.14,North,Eva Martinez,2025-03-18,CUST-8526,420.41999999999996
ORD-000284,Keyboard,9,73.46,South,Bob Smith,2024-09-10,CUST-9587,661.14
ORD-000285,Tablet,5,445.49,South,Bob Smith,2024-09-27,CUST-4217,2227.45
ORD-000286,Camera,6,478.27,North,Eva Martinez,2025-05-17,CUST-6821,2869.62
ORD-000287,Mouse,4,432.44,Central,Eva Martinez,2025-02-07,CUST-4026,1729.76
ORD-000288,Headphones,2,406.66,South,Grace Taylor,2024-10-11,CUST-9842,813.32
ORD-000289,Laptop,8,331.07,North,Diana Lee,2025-01-08,CUST-1262,2648.56
ORD-000290,Laptop,6,279.92,South,Charlie Brown,2024-11-28,CUST-4164,1679.52
ORD-000291,Headphones,5,52.62,East,Bob Smith,2024-06-13,CUST-1868,263.09999999999997
ORD-000292,Keyboard,9,210.14,Central,Grace Taylor,2025-04-23,CUST-4966,1891.2599999999998
ORD-000293,Monitor,1,192.62,West,Grace Taylor,2025-01-23,CUST-1161,192.62
ORD-000294,Keyboard,5,137.28,South,Charlie Brown,2024-06-24,CUST-9167,686.4
ORD-000295,Laptop,6,364.48,East,Grace Taylor,2024-08-05,CUST-6466,2186.88
ORD-000296,Laptop,5,252.98,West,Henry Davis,2024-06-15,CUST-8763,1264.8999999999999
ORD-000297,Headphones,6,49.71,West,Diana Lee,2024-06-27,CUST-5445,298.26
